jobid,operatingcentercity,operatingcenterstate,mid,crid,permitnumber,,,mailingdate,Mail class,Job number,Delivery point,mailing center,pbps process date,pbps process time,usps facility,operation,calendar days,stop the clock
0PMA6313,Rancho Dominguez,CA,1802169631,9427152,1209,1276,27020146584406800000000000000,3/10/2015,First,0PMA6313,11784401331,Corona CA,3/14/2015,12:23:11 PM,Corona CA,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6314,Charlotte,NC,1802045117,9232092,484,551,27020146575414100000000000000,3/21/2015,Standard,0PMA6314,28365603814,Rancho Dominguez CA,3/29/2015,8:28:54 AM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 1ST PASS",8,1
0PMA6315,Brisbane,CA,1802176393,25288341,2144,2211,27020146575414100000000000000,3/1/2015,First,0PMA6315,28314516285,Denver CO,3/2/2015,8:18:49 AM,Denver CO,"DBCS/DIOSS BCS DPS, 3rd PASS",1,1
0PMA6316,Hicksville,NY,1802169631,9427152,484,551,27020146590280200000000000000,3/10/2015,Standard,0PMA6316,30527184048,Hartford CT,3/14/2015,1:03:56 PM,Hartford CT,"DBCS/DIOSS BCS DPS, 4th PASS",4,1
0PMA6317,West Sacramento,CA,1802045117,9232092,366,433,27020146584407600000000000000,3/3/2015,First,0PMA6317,92154227295,Jacksonville FL,3/5/2015,4:39:04 PM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 2nd PASS",2,1
0PMA6318,Atlanta,GA,1800007181,17184186,11618,11685,27020146590280600000000000000,3/10/2015,Standard,0PMA6318,32732893493,Romulus MI,3/20/2015,3:59:46 PM,Atlanta GA,"DBCS/DIOSS BCS DPS, 1ST PASS",10,1
0PMA6319,Stafford,TX,1802728445,15801702,4125,4192,27020146590279200000000000000,3/31/2015,First,0PMA6319,92056353870,Fridley MN,4/7/2015,10:45:07 AM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 3rd PASS",7,1
0PMA6320,Phoenix,AZ,1802376639,7827471,427,494,27020146584407500000000000000,3/26/2015,Standard,0PMA6320,44406760169,Kansas City MO,4/5/2015,1:22:48 PM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 4th PASS",10,1
0PMA6321,Brisbane,CA,1806891003,13452744,484,551,27020146525807200000000000000,4/1/2015,First,0PMA6321,85297523179,Jacksonville FL,4/4/2015,12:19:35 PM,Baltimore MD,"DBCS/DIOSS BCS DPS, 1ST PASS",3,1
0PMA6322,Hicksville,NY,1802176393,25288341,388,455,27020146689237200000000000000,3/30/2015,Standard,0PMA6322,45216000000,Phoenix AZ,4/3/2015,2:34:57 PM,Romulus MI,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6323,West Sacramento,CA,1802169631,9427152,8320,8387,27020146689237200000000000000,4/5/2015,First,0PMA6323,92336316637,Brisbane CA,4/15/2015,12:26:30 PM,Fridley MN,"DBCS/DIOSS BCS DPS, 4th PASS",10,1
0PMA6324,Pine Brook,NJ,1802045117,9232092,388,455,27020146377559900000000000000,3/9/2015,Standard,0PMA6324,20886395201,Corona CA,3/18/2015,3:37:09 PM,Kansas City MO,"DBCS/DIOSS BCS DPS, 4th PASS",9,1
0PMA6325,San Diego,CA,1802176393,25288341,858,925,27020146377560000000000000000,3/23/2015,First,0PMA6325,68852001414,Rancho Dominguez CA,3/30/2015,10:20:38 AM,Charlotte NC,"DBCS/DIOSS BCS DPS, 2nd PASS",7,1
0PMA6326,Lincoln,NE,1802169631,9427152,2010,2077,27020146377560100000000000000,3/18/2015,Standard,0PMA6326,35611427807,Denver CO,3/20/2015,11:13:29 AM,Lincoln NE,"DBCS/DIOSS BCS DPS, 1ST PASS",2,1
0PMA6327,Brisbane,CA,1802045117,9232092,145,212,27020146377560000000000000000,2/28/2015,First,0PMA6327,30004664399,Brisbane CA,3/7/2015,3:25:38 PM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 3rd PASS",7,1
0PMA6328,Hicksville,NY,1800007181,17184186,2010,2077,27020146377560000000000000000,3/14/2015,Standard,0PMA6328,98155756057,Corona CA,3/15/2015,10:07:49 AM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 4th PASS",1,1
0PMA6329,West Sacramento,CA,1802728445,15801702,301,368,27020146377560000000000000000,3/16/2015,First,0PMA6329,77573627942,Duncan SC,3/25/2015,1:14:10 PM,BenSalem PA,"DBCS/DIOSS BCS DPS, 2nd PASS",9,1
0PMA6330,Atlanta,GA,1802376639,7827471,1055,1122,27020146377560000000000000000,3/23/2015,Standard,0PMA6330,78747394001,Austin TX,3/25/2015,9:49:41 AM,Duncan SC,"DBCS/DIOSS BCS DPS, 1ST PASS",2,1
0PMA6331,Stafford,TX,1806891003,13452744,301,368,27020146377560200000000000000,3/11/2015,First,0PMA6331,44141174310,Denver CO,3/17/2015,4:23:40 PM,Austin TX,"DBCS/DIOSS BCS DPS, 3rd PASS",6,1
0PMA6332,Phoenix,AZ,1802176393,25288341,858,925,27020146377560000000000000000,3/9/2015,Standard,0PMA6332,89134642853,Hartford CT,3/10/2015,9:56:10 AM,Kent WA,"DBCS/DIOSS BCS DPS, 4th PASS",1,1
0PMA6333,Arlington,TX,1999995481,7212636,301,368,27020146377560000000000000000,3/31/2015,First,0PMA6333,28697095555,Jacksonville FL,4/7/2015,9:50:50 AM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 2nd PASS",7,1
0PMA6334,Duncan,SC,1802626637,38113497,3395,3462,27020146377560100000000000000,2/28/2015,Standard,0PMA6334,17201245836,Atlanta GA,3/6/2015,3:46:39 PM,Brisbane CA,"DBCS/DIOSS BCS DPS, 4th PASS",6,1
0PMA6335,Omaha,NE,1800006827,11858424,1010,1077,27020146686311100000000000000,3/3/2015,First,0PMA6335,79705620329,Duncan SC,3/12/2015,2:29:54 PM,Corona CA,"DBCS/DIOSS BCS DPS, 2nd PASS",9,1
0PMA6336,Kent,WA,1802728457,9726609,427,494,27020146679314900000000000000,3/25/2015,Standard,0PMA6336,6249251980,Austin TX,3/28/2015,4:08:59 PM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 2nd PASS",3,1
0PMA6337,Urbandale,IA,1846141003,13424688,388,455,27020146679314900000000000000,4/5/2015,First,0PMA6337,68901361135,Denver CO,4/14/2015,11:29:28 AM,Denver CO,"DBCS/DIOSS BCS DPS, 1ST PASS",9,1
0PMA6338,Madison,WI,203751,15087471,858,925,27020146679314900000000000000,3/25/2015,Standard,0PMA6338,93706395751,Hartford CT,3/27/2015,1:01:55 PM,Hartford CT,"DBCS/DIOSS BCS DPS, 3rd PASS",2,1
0PMA6339,Denver,CO,1795433,19589340,2010,2077,27020146679314900000000000000,4/11/2015,First,0PMA6339,70805440766,Jacksonville FL,4/12/2015,4:47:17 PM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 4th PASS",1,1
0PMA6340,Fridley,MN,1803138589,12990336,3101,3168,27020146679314900000000000000,4/4/2015,Standard,0PMA6340,21061483059,Atlanta GA,4/8/2015,2:22:25 PM,Atlanta GA,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
0PMA6341,Hartford,CT,1800007503,10886931,1774,1841,27020146679314900000000000000,2/26/2015,First,0PMA6341,64468111123,Cedar Rapids IA,3/6/2015,12:37:44 PM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 2nd PASS",8,1
0PMA6342,Grand Prairie,TX,1802117567,11832990,3395,3462,27020146590280400000000000000,4/1/2015,Standard,0PMA6342,66085919320,Indianapolis IN,4/11/2015,11:10:45 AM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6343,Indianapolis,IN,400473,17133408,1010,1077,27020146590280700000000000000,3/4/2015,First,0PMA6343,63116490313,Baltimore MD,3/11/2015,4:25:41 PM,Baltimore MD,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6344,Austin,TX,1802170563,9594225,427,494,27020146584406800000000000000,3/21/2015,Standard,0PMA6344,40272503016,Cincinnati OH,3/30/2015,10:22:31 AM,Romulus MI,"DBCS/DIOSS BCS DPS, 3rd PASS",9,1
0PMA6345,Jacksonville,FL,1800007181,17184186,388,455,27020146575413900000000000000,3/20/2015,First,0PMA6345,41042303344,BenSalem PA,3/22/2015,12:51:24 PM,Fridley MN,"DBCS/DIOSS BCS DPS, 1ST PASS",2,1
0PMA6346,Reading,PA,1999995481,7212636,858,925,27020146575414000000000000000,3/31/2015,Standard,0PMA6346,54456133305,Pine Brook NJ,4/7/2015,8:14:38 AM,Kansas City MO,"DBCS/DIOSS BCS DPS, 3rd PASS",7,1
0PMA6347,Cincinnati,OH,1802626637,38113497,2010,2077,27020146590278600000000000000,4/2/2015,First,0PMA6347,72396757006,Cincinnati OH,4/3/2015,12:41:28 PM,Charlotte NC,"DBCS/DIOSS BCS DPS, 1ST PASS",1,1
0PMA6348,Kansas City,MO,1800006827,11858424,145,212,27020146584406600000000000000,3/21/2015,Standard,0PMA6348,24064151128,BenSalem PA,3/28/2015,4:39:39 PM,Lincoln NE,"DBCS/DIOSS BCS DPS, 3rd PASS",7,1
0PMA6349,Grove City,OH,1818267003,12929859,222,289,27020146590279800000000000000,3/4/2015,First,0PMA6349,44312362240,Duncan SC,3/10/2015,2:11:54 PM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 4th PASS",6,1
0PMA6350,Rancho Dominguez,CA,1802020743,18058923,301,368,27020146590279200000000000000,3/9/2015,Standard,0PMA6350,33167153380,Austin TX,3/13/2015,4:59:48 PM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
0PMA6351,Charlotte,NC,1802167155,19306242,1010,1077,27020146584407600000000000000,3/7/2015,First,0PMA6351,76302291022,Kent WA,3/12/2015,8:45:27 AM,BenSalem PA,"DBCS/DIOSS BCS DPS, 1ST PASS",5,1
0PMA6352,Cedar Rapids,IA,1800007509,17203542,4125,4192,27020146555874800000000000000,4/5/2015,Standard,0PMA6352,91607198500,Phoenix AZ,4/10/2015,9:04:54 AM,Duncan SC,"DBCS/DIOSS BCS DPS, 3rd PASS",5,1
0PMA6353,Ashland,VA,1800006947,9387318,3395,3462,27020146590283200000000000000,2/25/2015,First,0PMA6353,89512175207,Austin TX,3/7/2015,11:53:40 AM,Austin TX,"DBCS/DIOSS BCS DPS, 4th PASS",10,1
0PMA6354,Romulus,MI,1802130731,13626975,3101,3168,27020146590283200000000000000,2/27/2015,Standard,0PMA6354,97403198457,Kent WA,3/6/2015,10:55:38 AM,Kent WA,"DBCS/DIOSS BCS DPS, 4th PASS",7,1
0PMA6355,Pine Brook,NJ,1803097149,34273215,484,551,27020146590283200000000000000,2/28/2015,First,0PMA6355,97504473450,Phoenix AZ,3/1/2015,3:48:32 PM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 2nd PASS",1,1
0PMA6356,San Diego,CA,1802000001,14972544,1209,1276,27020146590283500000000000000,4/6/2015,Standard,0PMA6356,80246214329,Brisbane CA,4/12/2015,2:23:00 PM,Brisbane CA,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
0PMA6357,Lincoln,NE,1802170521,18828327,484,551,27020146590283500000000000000,3/11/2015,First,0PMA6357,13782180876,Corona CA,3/17/2015,1:55:47 PM,Corona CA,"DBCS/DIOSS BCS DPS, 3rd PASS",6,1
0PMA6358,Brisbane,CA,1802153671,19576137,2144,2211,27020146590283500000000000000,4/7/2015,Standard,0PMA6358,48371523586,Rancho Dominguez CA,4/9/2015,4:34:02 PM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 4th PASS",2,1
0PMA6359,Hicksville,NY,1803123497,12931353,4125,4192,27020146590283500000000000000,3/27/2015,First,0PMA6359,28607782774,Lincoln NE,3/31/2015,1:26:59 PM,Denver CO,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
0PMA6360,West Sacramento,CA,1802237093,984756,3395,3462,27020146590283500000000000000,2/26/2015,Standard,0PMA6360,38006376337,BenSalem PA,3/5/2015,4:19:03 PM,Hartford CT,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6361,Atlanta,GA,1802645685,38356386,3101,3168,27020146590282800000000000000,2/24/2015,First,0PMA6361,92115337304,Duncan SC,3/6/2015,11:08:44 AM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 3rd PASS",10,1
0PMA6362,Stafford,TX,1795517,39805581,484,551,27020146590282900000000000000,4/4/2015,Standard,0PMA6362,68410620016,Austin TX,4/14/2015,4:48:17 PM,Atlanta GA,"DBCS/DIOSS BCS DPS, 4th PASS",10,1
0PMA6363,Phoenix,AZ,1802383011,33959334,1209,1276,27020146590282900000000000000,3/17/2015,First,0PMA6363,11784401331,Kent WA,3/20/2015,1:11:17 PM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 2nd PASS",3,1
0PMA6364,Arlington,TX,1802167163,16100025,484,551,27020146590282900000000000000,3/20/2015,Standard,0PMA6364,28365603814,Denver CO,3/24/2015,11:37:58 AM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6365,Duncan,SC,1802228791,11780505,2144,2211,27020146590280700000000000000,4/2/2015,First,0PMA6365,28314516285,Hartford CT,4/9/2015,10:04:13 AM,Baltimore MD,"DBCS/DIOSS BCS DPS, 4th PASS",7,1
0PMA6366,Omaha,NE,1802728457,9726609,484,551,27020146590280600000000000000,4/8/2015,Standard,0PMA6366,30527184048,Denver CO,4/11/2015,2:01:06 PM,Romulus MI,"DBCS/DIOSS BCS DPS, 1ST PASS",3,1
0PMA6367,Kent,WA,1846141003,13424688,366,433,27020146590280800000000000000,4/8/2015,First,0PMA6367,92154227295,Hartford CT,4/14/2015,8:24:00 AM,Fridley MN,"DBCS/DIOSS BCS DPS, 3rd PASS",6,1
0PMA6368,Urbandale,IA,203751,15087471,11618,11685,27020146590278200000000000000,2/26/2015,First,0PMA6368,32732893493,Kansas City MO,3/1/2015,1:08:41 PM,Kansas City MO,"DBCS/DIOSS BCS DPS, 4th PASS",3,1
0PMA6369,Madison,WI,1795433,19589340,4125,4192,27020146590281200000000000000,3/19/2015,Standard,0PMA6369,92056353870,Charlotte NC,3/27/2015,4:54:29 PM,Charlotte NC,"DBCS/DIOSS BCS DPS, 2nd PASS",8,1
0PMA6370,Denver,CO,1802170609,9772893,427,494,27020146590279500000000000000,3/2/2015,First,0PMA6370,44406760169,Lincoln NE,3/6/2015,9:35:43 AM,Lincoln NE,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
0PMA6371,Fridley,MN,1800007181,17184186,484,551,27020146590278200000000000000,4/7/2015,Standard,0PMA6371,85297523179,BenSalem PA,4/8/2015,12:04:02 PM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 1ST PASS",1,1
0PMA6372,Hartford,CT,1802728445,15801702,388,455,27020146584409700000000000000,2/21/2015,Standard,0PMA6372,45216000000,Duncan SC,3/2/2015,12:50:07 PM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 3rd PASS",9,1
0PMA6373,Reading,PA,1802376639,7827471,8320,8387,27020146590279500000000000000,4/2/2015,First,0PMA6373,92336316637,Austin TX,4/5/2015,1:02:04 PM,BenSalem PA,"DBCS/DIOSS BCS DPS, 4th PASS",3,1
0PMA6374,Cincinnati,OH,1806891003,13452744,145,212,27020146590281200000000000000,3/19/2015,Standard,0PMA6374,20886395201,Kent WA,3/25/2015,11:44:18 AM,Duncan SC,"DBCS/DIOSS BCS DPS, 2nd PASS",6,1
0PMA6375,Kansas City,MO,1802176393,25288341,301,368,27020146584408000000000000000,3/22/2015,First,0PMA6375,68852001414,Phoenix AZ,4/1/2015,10:13:26 AM,Austin TX,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6376,Grove City,OH,1802169631,9427152,2144,2211,27020146584410100000000000000,3/17/2015,Standard,0PMA6376,35611427807,Kent WA,3/18/2015,10:23:57 AM,Kent WA,"DBCS/DIOSS BCS DPS, 3rd PASS",1,1
0PMA6377,Rancho Dominguez,CA,1802045117,9232092,8320,8387,27020146584408200000000000000,2/26/2015,First,0PMA6377,30004664399,Phoenix AZ,3/5/2015,12:50:33 PM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 2nd PASS",7,1
0PMA6378,Charlotte,NC,1802130625,12168087,291,358,27020146590278900000000000000,3/29/2015,Standard,0PMA6378,98155756057,Brisbane CA,4/6/2015,10:10:08 AM,Brisbane CA,"DBCS/DIOSS BCS DPS, 3rd PASS",8,1
0PMA6379,Cedar Rapids,IA,1802170149,24915747,11618,11685,27020146584408200000000000000,4/12/2015,Standard,0PMA6379,77573627942,Corona CA,4/13/2015,3:35:34 PM,Corona CA,"DBCS/DIOSS BCS DPS, 1ST PASS",1,1
0PMA6380,Ashland,VA,1802170155,14684184,1055,1122,27020146590280200000000000000,4/5/2015,First,0PMA6380,78747394001,Rancho Dominguez CA,4/12/2015,8:18:06 AM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 3rd PASS",7,1
0PMA6381,Romulus,MI,1802167001,13001070,301,368,27020146590279300000000000000,3/14/2015,Standard,0PMA6381,44141174310,Denver CO,3/22/2015,11:51:04 AM,Denver CO,"DBCS/DIOSS BCS DPS, 4th PASS",8,1
0PMA6382,Pine Brook,NJ,1795517,39805581,858,925,27020146590279800000000000000,3/29/2015,First,0PMA6382,89134642853,Hartford CT,3/31/2015,10:12:35 AM,Hartford CT,"DBCS/DIOSS BCS DPS, 2nd PASS",2,1
0PMA6383,San Diego,CA,1802383011,33959334,301,368,27020146584407500000000000000,4/6/2015,First,0PMA6383,28697095555,Denver CO,4/12/2015,10:16:19 AM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 3rd PASS",6,1
0PMA6384,Lincoln,NE,1802167163,16100025,145,212,27020146590278600000000000000,3/6/2015,Standard,0PMA6384,17201245836,Hartford CT,3/13/2015,3:31:32 PM,Atlanta GA,"DBCS/DIOSS BCS DPS, 4th PASS",7,1
0PMA6385,Brisbane,CA,1802228791,11780505,3101,3168,27020146584408000000000000000,3/19/2015,First,0PMA6385,79705620329,Jacksonville FL,3/22/2015,9:34:16 AM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 2nd PASS",3,1
0PMA6386,Hicksville,NY,1802728457,9726609,1010,1077,27020146584406800000000000000,2/28/2015,Standard,0PMA6386,6249251980,Atlanta GA,3/6/2015,12:18:43 PM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
0PMA6387,West Sacramento,CA,1846141003,13424688,145,212,27020146584407600000000000000,3/15/2015,Standard,0PMA6387,68901361135,Cedar Rapids IA,3/25/2015,8:38:24 AM,Baltimore MD,"DBCS/DIOSS BCS DPS, 3rd PASS",10,1
0PMA6388,Atlanta,GA,203751,15087471,291,358,27020146584406700000000000000,3/10/2015,First,0PMA6388,93706395751,Indianapolis IN,3/11/2015,9:15:50 AM,Romulus MI,"DBCS/DIOSS BCS DPS, 4th PASS",1,1
0PMA6389,Stafford,TX,1795433,19589340,484,551,27020146590280000000000000000,3/1/2015,Standard,0PMA6389,70805440766,Baltimore MD,3/5/2015,2:50:12 PM,Fridley MN,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
